0.000000000000000000e+00,5.000000000000000000e+01
2.000400060008001230e-06,4.998999950000000325e+01
8.001600240032004922e-06,4.998000000020005018e+01
1.800360054007200684e-05,4.997000150060010526e+01
3.200640096012801969e-05,4.996000400120019691e+01
5.001000150020002653e-05,4.995000750200031803e+01
7.201440216028802735e-05,4.994001200300048282e+01
9.801960294039204250e-05,4.993001750420066287e+01
1.280256038405120787e-04,4.992002400560087239e+01
1.620324048606480954e-04,4.991003150720113268e+01
2.000400060008001061e-04,4.990004000900140113e+01
2.420484072609681650e-04,4.989004951100170615e+01
2.880576086411521094e-04,4.988006001320203353e+01
3.380676101413521563e-04,4.987007151560241169e+01
3.920784117615681700e-04,4.986008401820279801e+01
4.500900135018002048e-04,4.985009752100322089e+01
5.121024153620483150e-04,4.984011202400368745e+01
5.781156173423122836e-04,4.983012752720416927e+01
6.481296194425923817e-04,4.982014403060468055e+01
7.221444216628883925e-04,4.981016153420522130e+01
8.001600240032004244e-04,4.980018003800580573e+01
8.821764264635285858e-04,4.979019954200640541e+01
9.681936290438726599e-04,4.978022004620703456e+01
1.058211631744232755e-03,4.977024155060771449e+01
1.152230434564608438e-03,4.976026405520840257e+01
1.250250037505000467e-03,4.975028756000912722e+01
1.352270440565408625e-03,4.974031206500987423e+01
1.458291643745832696e-03,4.973033757021067203e+01
1.568313647046272680e-03,4.972036407561148508e+01
1.682336450466728793e-03,4.971039158121232049e+01
1.800360054007200819e-03,4.970042008701319247e+01
1.922384457667688975e-03,4.969044959301410813e+01
2.048409661448193260e-03,4.968048009921503905e+01
2.178435665348712590e-03,4.967051160561599943e+01
2.312462469369249134e-03,4.966054411221701059e+01
2.450490073509800724e-03,4.965057761901802991e+01
2.592518477770369527e-03,4.964061212601907869e+01
2.738547682150952942e-03,4.963064763322015693e+01
2.888577686651553570e-03,4.962068414062128596e+01
3.042608491272169244e-03,4.961072164822243025e+01
3.200640096012801698e-03,4.960076015602359689e+01
3.362672500873449630e-03,4.959079966402481432e+01
3.528705705854114343e-03,4.958084017222604700e+01
3.698739710954793668e-03,4.957088168062730205e+01
3.872774516175490640e-03,4.956092418922859366e+01
4.050810121516201789e-03,4.955096769802993606e+01
4.232846526976931020e-03,4.954101220703128661e+01
4.418883732557674429e-03,4.953105771623266662e+01
4.608921738258433751e-03,4.952110422563409031e+01
4.802960544079210720e-03,4.951115173523552926e+01
5.001000150020001866e-03,4.950120024503700478e+01
5.203040556080810661e-03,4.949124975503850266e+01
5.409081762261634500e-03,4.948130026524005132e+01
5.619123768562475120e-03,4.947135177564160813e+01
5.833166574983330785e-03,4.946140428624320151e+01
6.051210181524203230e-03,4.945145779704483857e+01
6.273254588185090720e-03,4.944151230804649089e+01
6.499299794965995858e-03,4.943156781924816556e+01
6.729345801866915174e-03,4.942162433064987681e+01
6.963392608887852137e-03,4.941168184225163884e+01
7.201440216028803278e-03,4.940174035405340902e+01
7.443488623289772066e-03,4.939179986605520867e+01
7.689537830670755900e-03,4.938186037825705199e+01
7.939587838171755646e-03,4.937192189065891768e+01
8.193638645792773040e-03,4.936198440326080572e+01
8.451690253533804612e-03,4.935204791606272323e+01
8.713742661394850361e-03,4.934211242906469153e+01
8.979795869375915493e-03,4.933217794226667507e+01
9.249849877476996537e-03,4.932224445566868098e+01
9.523904685698093495e-03,4.931231196927074478e+01
9.801960294039202895e-03,4.930238048307280962e+01
1.008401670250033341e-02,4.929244999707491104e+01
1.037007391108147811e-02,4.928252051127704192e+01
1.066013191978263872e-02,4.927259202567922358e+01
1.095419072860381177e-02,4.926266454028141339e+01
1.125225033754500593e-02,4.925273805508363267e+01
1.155431074660621428e-02,4.924281257008590273e+01
1.186037195578744027e-02,4.923288808528818095e+01
1.217043396508867698e-02,4.922296460069048862e+01
1.248449677450993479e-02,4.921304211629283287e+01
1.280256038405120679e-02,4.920312063209522080e+01
1.312462479371249297e-02,4.919320014809761688e+01
1.345069000349379852e-02,4.918328066430004952e+01
1.378075601339511999e-02,4.917336218070252585e+01
1.411482282341645737e-02,4.916344469730501743e+01
1.445289043355780546e-02,4.915352821410753847e+01
1.479495884381917467e-02,4.914361273111008899e+01
1.514102805420055979e-02,4.913369824831268318e+01
1.549109806470196256e-02,4.912378476571529973e+01
1.584516887532337603e-02,4.911387228331793864e+01
1.620324048606480716e-02,4.910396080112062833e+01
1.656531289692625766e-02,4.909405031912332618e+01
1.693138610790772408e-02,4.908414083732605349e+01
1.730146011900919947e-02,4.907423235572881737e+01
1.767553493023069772e-02,4.906432487433162493e+01
1.805361054157221187e-02,4.905441839313444774e+01
1.843568695303373500e-02,4.904451291213729291e+01
1.882176416461528098e-02,4.903460843134017466e+01
1.921184217631684288e-02,4.902470495074310008e+01
1.960592098813842069e-02,4.901480247034604076e+01
2.000400060008000747e-02,4.900490099014901091e+01
2.040608101214161710e-02,4.899500051015203184e+01
2.081216222432324264e-02,4.898510103035506091e+01
2.122224423662488410e-02,4.897520255075811946e+01
2.163632704904653800e-02,4.896530507136121457e+01
2.205441066158821128e-02,4.895540859216435337e+01
2.247649507424990048e-02,4.894551311316750031e+01
2.290258028703160559e-02,4.893561863437068382e+01
2.333266629993332314e-02,4.892572515577391101e+01
2.376675311295506007e-02,4.891583267737715346e+01
2.420484072609681292e-02,4.890594119918041827e+01
2.464692913935858515e-02,4.889605072118371965e+01
2.509301835274036288e-02,4.888616124338707181e+01
2.554310836624216347e-02,4.887627276579043212e+01
2.599719917986398343e-02,4.886638528839382190e+01
2.645529079360580890e-02,4.885649881119725535e+01
2.691738320746766069e-02,4.884661333420071117e+01
2.738347642144952493e-02,4.883672885740418934e+01
2.785357043555140855e-02,4.882684538080769698e+01
2.832766524977330114e-02,4.881696290441125541e+01
2.880576086411521311e-02,4.880708142821482909e+01
2.928785727857714447e-02,4.879720095221843223e+01
2.977395449315908826e-02,4.878732147642207906e+01
