7.862355952289516725e-02,7.281524473658825825e-01
2.788762696151879106e-01,4.786828294880460799e-01
1.610204854509882620e-03,9.707717654022348652e-01
5.471316512682795164e-05,1.001650652554008980e+00
5.215281469850590046e-01,2.832928272430315642e-01
1.999241748363013160e-01,5.599644451487997276e-01
1.128296477079985816e-01,6.718056979759620129e-01
4.387273744899333749e-01,3.443879668146047623e-01
2.069241113108770125e-01,5.522223280264104694e-01
2.204627734675717043e-01,5.390798597373892553e-01
4.157979957883754102e-02,8.107926862920115108e-01
3.730363058492790485e-01,3.961182915058962806e-01
1.388577684795147191e-02,8.896566860030495905e-01
8.693901118548078011e-03,9.186931836005400864e-01
1.269358543435929187e-01,6.520801017481229200e-01
6.904231209903265165e-02,7.448574108295286100e-01
5.537022588633565279e-02,7.797832023473783014e-01
2.936752895150293030e-01,4.661356212413655387e-01
1.123292402814293350e-01,6.737835192701061571e-01
2.150673686700030687e-02,8.676819575576187882e-01
3.080267188223794750e-01,4.527322152098567920e-01
1.610204854509882620e-03,9.707717654022348652e-01
4.533840061311900649e-01,3.350121082081736756e-01
1.585192667768074160e-01,6.119124973492841013e-01
6.225458623665807573e-02,7.624833307659022452e-01
5.789367458531295522e-03,9.353893310978949049e-01
5.778806816747640296e-01,2.446770484983477045e-01
4.922436157747627217e-01,3.053546908729611320e-01
1.904174248759871735e-01,5.711189081172284299e-01
2.616471936060537629e-01,4.960484790840372082e-01
9.827343504057112211e-02,6.982024412877829711e-01
4.068289860999241836e-01,3.677571810720994261e-01
5.344108754026981323e-02,7.915311767654001907e-01
2.725273445950650297e-02,8.491916555735113947e-01
5.423883894481398293e-01,2.687027138027803241e-01
3.459465385890390099e-01,4.181186241541474669e-01
6.012109428220254737e-01,2.299598368702209794e-01
3.946860570493029852e-01,3.792843510080185498e-01
4.771879705596140941e-01,3.159568272187798788e-01
1.265828930758660514e-02,9.012801706041472238e-01
4.674398113720482639e-01,3.225227169435719299e-01
2.264119238345039253e-01,5.336170421363254368e-01
1.371594850849816583e-01,6.400258653172365975e-01
1.702444453689335724e-01,5.975058912491132412e-01
3.263260467881514137e-01,4.433152540892273952e-01
0.000000000000000000e+00,1.008081265612140509e+00
3.658505312217328331e-01,4.048107236403231113e-01
4.169978504518650486e-01,3.626320926587170979e-01
1.814224186463654354e-01,5.828540915136295464e-01
2.516640614171980483e-01,5.088909873094412673e-01
